conversation_id,conversation_text,argument_objects,dropped_units
29935,"Part 107: F2: [2023/05/16 18:33:52 GMT+0000] 'I don't know how I could bear it, not when there's a memory of poor Nick around every corner.' So she thinks she's still, she doesn't know about the will. And she was just staying at friends. I don't think our lass believes the staying with friends, 'cause she puts it in inverted commas. F1: Yeah. F2: 'And when I brought up the possibility of foul play, she absolutely refused to consider it.' Well, you think a wife would have said, oh, I want to know what's happened to my husband. It's almost like an insurance policy coming through story isn't it? And she said, 'Nick has been behaving so strangely, seeing things that weren't there, drinking too much'. Now, he hasn't been drinking, she's the one that also puts the, drinking too much, and he wasn't, it was only a minor bit of [inaudible] [00:02:02]:. 'I'm sure he didn't even realise what he was doing.' F1: It seems like it could have been here doing it. F2: She's made him look a bit flaky. F1: Yeah. She did all this to make him less believable and then killed him. F2: Yeah. F1: Well, are we in agreement? F3: Wait a second, so she fit, [inaudible] [00:02:29]: who could run far. F1: Yeah. She tried to ruin like, his F3: Credibility. F1: [00:02:31]: Yes, that's the word.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""I don't know how I could bear it, not when there's a memory of poor Nick around every corner""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""she thinks she's still""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""she was just staying at friends""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""she puts it in inverted commas""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""And when I brought up the possibility of foul play, she absolutely refused to consider it""}, {""reason"": ""Hypothesising"", ""id"": 5, ""text"": ""you think a wife would have said, oh, I want to know what's happened to my husband""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""Nick has been behaving so strangely, seeing things that weren't there, drinking too much""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""sure he didn't even realise what he was doing""}, {""reason"": ""Hypothesising"", ""id"": 8, ""text"": ""It seems like it could have been here doing it""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""made him look a bit flaky""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""She did all this to make him less believable and then killed him""}, {""reason"": ""Pure Questioning"", ""id"": 11, ""text"": ""are we in agreement""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""attack""}, {""source_id"": 8, ""target_id"": 7, ""type"": ""attack""}, {""source_id"": 9, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 7, ""type"": ""support""}, {""source_id"": 11, ""target_id"": 10, ""type"": ""support""}]}",0
29914,"F2: [2023/05/16 17:58:04 GMT+0000] Then there'd be two of them, that's what I'm saying. F3: Can we say two people Ella, by the rules of the game, or is it only one person? F4: It's up to you. F3: Okay. So I think if somebody killed the guy, it's probably going to be another guy, right, like he's stronger? F2: Well, I thinkno, why would he go and talk to someone on a ledge at the top of awhy was he up there? F1: Yeah, weird. F2: He could have been chasing the witch. The witch takes his mask off and pushes him over the ledge. F1: Is he chasing someone in a devil mask orwhen did he run out again? F2: Well, that's why he ran into the forest, but that was 3.30. Oh F3: [00:00:30]: [voices overlap] F2: could it have been the deputy turns up at 3.30 and then does all the spooky things [00:00:35]: [inaudible]. F1: Well the deputy stopped Donna's car at 3.31 and F3: At 3.31. F1: that was by the bar, right? F3: Yeah. F1: So he was near. F2: Mmm. F3: Yeah. I honestly don't think, like it's not Joan definitely, because she was with Mia for the most of it, so this is the time of death, and this is when Mia's last comments, when Mia came back, and that's probably the time where she was going back. [00:01:16]: So, there's no thing for Joan.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""somebody killed the guy""}, {""reason"": ""Assertive Questioning"", ""id"": 1, ""text"": ""probably going to be another guy, right""}, {""reason"": ""Hypothesising"", ""id"": 2, ""text"": ""He could have been chasing the witch""}, {""reason"": ""Hypothesising"", ""id"": 3, ""text"": ""The witch takes his mask off and pushes him over the ledge""}, {""reason"": ""Assertive Questioning"", ""id"": 4, ""text"": ""that was by the bar, right""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""he was near""}, {""reason"": ""Hypothesising"", ""id"": 6, ""text"": ""not Joan definitely""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""she was with Mia for the most of it""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""no thing for Joan""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 6, ""type"": ""support""}]}",0
29830,"Part 30: M1 [2023/05/17 15:52:48 GMT+0000]: That's the only two, I think, that are ripped-out pages, that I saw. F1: No, I think they're from No, that's from whatshisname. M1: Well, how do we know? F1: Because he's saying, rock comes through the back window. [00:00:28]: [Nothing on cans?]. Two fires in one night, fire department thinks I'm crazy. M1: Well, but this might be So if he's been taking the calls from Nick. So he was the police officer answering the phone. So these might be his notes of the complaints that came in from the [00:00:44]: [voices overlap] M2: No [00:00:44]: [voices overlap] F1: No. M2: he's definitely F1: That's the first person writing that. M2: First person. It's Nick's F1: That's Nick's notes. M1: Okay. M2: He's also talking in there about his F1: Look, I can see the devil in the woods, I'm M1: Okay. Yeah. Okay. F1: just not Right. Okay M1: Yeah. So this wouldn't be a transcript of F1: No. M1: of what the other guy is saying. No. F1: No. M1: Okay. F1: Okay. I think we can rule out Sherry Webster. I think she had a motive M1: She had a motive. But F1: But M1: Well, so there is more motive. F1: She had a motive, but she has an alibi. And that's what they said at the start, if people have alibi you can pretty much clear them. Somebody said. M1 [00:01:22]: Eryes.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""from whatshisname""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""rock comes through the back window. [00:00:28]: [Nothing on cans?]. Two fires in one night, fire department thinks I'm crazy""}, {""reason"": ""Hypothesising"", ""id"": 2, ""text"": ""he was the police officer answering the phone""}, {""reason"": ""Hypothesising"", ""id"": 3, ""text"": ""these might be his notes of the complaints that came in from the""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""the first person writing that""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""So this wouldn't be a transcript of""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""we can rule out Sherry Webster""}, {""reason"": ""Hypothesising"", ""id"": 7, ""text"": ""she had a motive""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""so there is more motive""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""she has an alibi""}], ""relations"": [{""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 0, ""type"": ""attack""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""attack""}, {""source_id"": 8, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 6, ""type"": ""support""}]}",0
29900,"F1: [2023/05/16 17:00:26 GMT+0000] So she wasn't home, that's odd. 'When I brought up the possibility of foul play, she absolutely refused to consider it. Nick had been behaving so strangely, seeing things that weren't there, drinking too much, I'm sure he didn't even realise what he was doing. She looked like she was about to start crying, so I didn't stay much longer after that.' So she's not even wanting to entertain the foul play idea. F2: Her motive is that she gets the pub, and maybe anything he owns, so inheritance might, she has to still be a suspect on the wife, inheritance angle. F1: Yeah, I think so. F3: But what's Chris Thompson's motive? F2: Oh, she's staying at a friend's, she could be having an affair. She might, we assumed it was a female friend, she could be F1: She could be having an affair. F2: With, yeah, but not with the police detective. F1: And, they said, everything is verifiable, right? So we need to confirm that she actually was, 'cause that could be a lie. F2: But I would say, probably, I had thought she was having an affair with the deputy, but he was working that night, so I don't think it's him. F1: Unless it was the sheriff. F2: [00:01:15]: Oh","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""Her motive is that she gets the pub, and maybe anything he owns""}, {""reason"": ""Hypothesising"", ""id"": 1, ""text"": ""inheritance might, she has to still be a suspect on the wife, inheritance angle""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""staying at a friend's, she""}, {""reason"": ""Assertive Questioning"", ""id"": 3, ""text"": ""everything is verifiable, right""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""we need to confirm that she actually was""}, {""reason"": ""Hypothesising"", ""id"": 5, ""text"": ""that could be a lie""}, {""reason"": ""Hypothesising"", ""id"": 6, ""text"": ""she was having an affair with the deputy""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""he was working that night""}, {""reason"": ""Hypothesising"", ""id"": 8, ""text"": ""it was the sheriff""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""attack""}]}",0
29797,"Part 18 F1 [2023/05/12 18:57:01 GMT+0000]: But, like, there's multiple decades, because people are born in different decades, and this isn't a different decade, so which year is it? F2: Well, if it's month, month, yeah, the first number is either a zero or a one. F1: Yeah. F2: So, but yeah, we need the next year. F1: We need some kind of clue about what the year is, like F2: Yeah, because on the F1: So, actually, maybe that means it is something in the 2000s, if there's only one digit for the year. When did? F2: Does it say, like, when the pub was opened, or anything, or, like any dates? F1: Maybe in the newspaper. M1: The date. F1: Okay, 57, okay, well that's M1: Fifty-seven. Have you found the, like in the letter, where was that stuff found? F2: Erm, no. Yeah, so she found all the notes he'd been keeping about the devil in a locked deposit bag, I still haven't figured out how to open. M1: So, what was owned by Nick? F2: Yeah, but she only found it there, so M1: Okay. F1: Okay, and this, yeah, and this is his writing, so F2: So, yeah, so I think it's the last bit of his notes is saying, he's figured it out. F1: Yeah. What is the date that he can't forget? Okay, so what is, this is, basically, probably M1 [00:01:44]: Can I take these notes?","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""57""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""multiple decades""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""people are born in different decades""}, {""reason"": ""Hypothesising"", ""id"": 3, ""text"": ""the first number is either a zero or a one""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""we need the next year""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""We need some kind of clue about what the year is""}, {""reason"": ""Hypothesising"", ""id"": 6, ""text"": ""maybe that means it is something in the 2000s""}, {""reason"": ""Hypothesising"", ""id"": 7, ""text"": ""only one digit for the year""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""this is his writing""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""the last bit of his notes is saying, he's figured it out""}], ""relations"": [{""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 0, ""target_id"": 6, ""type"": ""attack""}, {""source_id"": 9, ""target_id"": 8, ""type"": ""support""}]}",0
29799,"Part 22 M1 [2023/05/12 19:04:52 GMT+0000]: It's three numbers, and it says, month, month. F2: Yeah, month, month, year. But, like F1: And none of the years worked? F2: it should be like something in-between 2000 and 2010. F1: All of them. F2: I tried five and seven with all of the months, because that's the year on the thing. M1: Have you tried 11, 4? F2: I don't think so. I'll try ityes. F1: Yes. M1: It was 11, 4?F2: Yeah. M1: Ah, nice. F1: Okay, ha ha ha. Oh, right, yeah okay, excellent. M1: What's that? F2: Is it divorce papers? F1: So, no, it's more motivation for Cherie. So, it's emails about, so it's about, I think them selling the bar to the developers. And in the profile she says that she couldn't possibly be reopening it and she will sell it. M1: Okay. F1: Yeah, okay, she totally hasso, will I just read it? F2: Yeah. M1: And this is another one? F2 [00:00:52]: Yeah, there's a will.","{""argument_units"": [{""reason"": ""Hypothesising"", ""id"": 0, ""text"": ""it should be like something in-between 2000 and 2010""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""All of them""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""I tried five and seven with all of the months""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""the year on the thing""}, {""reason"": ""Hypothesising"", ""id"": 4, ""text"": ""I don't think so""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""more motivation for Cherie""}, {""reason"": ""Hypothesising"", ""id"": 6, ""text"": ""So, it's emails about, so it's about, I think them selling the bar to the developers""}, {""reason"": ""Assertive Questioning"", ""id"": 7, ""text"": ""And this is another one""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""Yeah, there's a will""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 7, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""support""}]}",0
29901,"Part 46: F3: [2023/05/16 17:01:43 GMT+0000] Yes, so what is, does Chris have an alibi? So like, he did some things around the time, right? So at 3:12 he stopped F2: He talked to an awful lot of people in that time. I would say he's the least likely to F3: Donna stopped by Chris at 3:31, I think. Four oh one, collision between the body was found. So maybe here, so he could have done things between but F1: She was working, but, yeah. F2: But I think, you're right, I think we're going to have to collaborate and corroborate, because saying he saw a car stop, would be a good alibi, if we didn't double check it, he could have just put that in. F1: And especially her being away that night, we're going to need to find evidence of that. Because they said, everything should F3: What do they mean by means. Like, it's not like he was killed with a fucking knife, right? So, [00:00:46]: [inaudible]. F2: I reckon that's the easiest one, because anyone can push someone over a cliff. F1: Exactly like F2: If you're strangling, that's requires a certain amount of strength, but yeah, it's true. F3: Yeah, exactly, you already have means right? F1: Yeah. Shift one. F2: Except possibly the, is the witch old? I mean, someone who's really frail and old, if you went up against a man, would F3: [00:01:07]: She's not that old.","{""argument_units"": [{""reason"": ""Hypothesising"", ""id"": 0, ""text"": ""3:1""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""Four oh one, collision between the body was found""}, {""reason"": ""Hypothesising"", ""id"": 2, ""text"": ""he could have done things between""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""going to have to collaborate and corroborate""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""saying he saw a car stop, would be a good alibi""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""if we didn't double check it, he could have just put that in""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""her being away that night""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""going to need to find evidence of that""}, {""reason"": ""Pure Questioning"", ""id"": 8, ""text"": ""What do they mean by means""}, {""reason"": ""Assertive Questioning"", ""id"": 9, ""text"": ""not like he was killed with a fucking knife, right""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""the easiest one""}, {""reason"": ""Asserting"", ""id"": 11, ""text"": ""anyone can push someone over a cliff""}, {""reason"": ""Asserting"", ""id"": 12, ""text"": ""If you're strangling, that's requires a certain amount of strength""}, {""reason"": ""Pure Questioning"", ""id"": 13, ""text"": ""you already have means right""}, {""reason"": ""Pure Questioning"", ""id"": 14, ""text"": ""is the witch old""}, {""reason"": ""Asserting"", ""id"": 15, ""text"": ""someone who's really frail and old, if you went up against a man, would""}], ""relations"": [{""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 8, ""type"": ""support""}, {""source_id"": 11, ""target_id"": 10, ""type"": ""support""}, {""source_id"": 12, ""target_id"": 10, ""type"": ""support""}, {""source_id"": 13, ""target_id"": 10, ""type"": ""support""}, {""source_id"": 14, ""target_id"": 13, ""type"": ""attack""}, {""source_id"": 15, ""target_id"": 14, ""type"": ""support""}]}",0
29942,"Part 44: F1: [2023/05/16 16:59:44 GMT+0000] 'Courtney who works the day shift at Old Scratch, loves Cherie's bar class at the fitness centre, says Cherie's kind of a perfectionist but in a good way. Apparently she was accepted to study ballet at Indianapolis, when she was 14, but her scholarship fell through.' There was something else about Indianapolis? F2: Was that the bonkers company that was going to destroy the land in F1: Yeah, I think so. F2: Indianapolis it was. Evil corporation from [00:00:16]: Indianapolis, yeah. F1: Yeah. She broke the news that she doesn't have plans to open Old Scratch. I don't know how I could bear it, not when there's a memory of poor Nicky round every corner. So potential motive could be like, getting rid of the bar, for her. But we don't know if she wants that. F2: I think there's a clue, for some reason, I don't know, but they've given her maiden name Houser. F1: Houser. F2: Just F1: Yeah, we'll keep an eye out for it. 'Stopped by Webster's house to drop off some condolence cards, told me that she was staying at a friend's house the night Nick died.' F2: [00:00:41]: Oh.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""She broke the news that she doesn't have plans to open Old Scratch""}, {""reason"": ""Hypothesising"", ""id"": 1, ""text"": ""potential motive could be like, getting rid of the bar, for her""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""we don't know if she wants that""}, {""reason"": ""Hypothesising"", ""id"": 3, ""text"": ""I think there's a clue, for some reason""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""given her maiden name Houser""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""keep an eye out for it""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 1, ""type"": ""attack""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}]}",0
29876,"F3: [2023/05/16 16:27:03 GMT+0000] But she didn't burn it, and she put out some fire. F2: Mmm. F1: Yeah, so she put the fire out, so then that's the ash they covered it in, but, we don't know who started the fire. F3: So somebody started the fire, and then they came and used the ashes to cover the fox. F2: But I think they've set a fire to get him to chase them, I think it might have been a ploy to get him to follow them into the woods. F1: Yeah, maybe, yeah. F3: Okay. F1: 'I can't help wondering what he would have told me if he'd had the chance. After his death was ruled an accident, I went through and found all the notes he'd been keeping about the devil, and a locked deposit back I still haven't figured out how to open.' Okay. 'I even found proof that the devil was real, finally caught on camera F2: Oh, we've got the CCTV camera, I was wondering where that was. F1: It will be this, right? F2: Ah. F3: Ooh. Oh, fuck off. F1:  like Nick had been trying to do for months. F3: Oh guys, guys, look at the time on the, December 7th, 3:33am. F2: Oh, that's locking up time? F3: That is locking up time. Oh that might be F1: So he was still alive at 3:33. F3: Three, thirtyand the noise was at 2.30am. F1: Okay, so maybe that was just other noise. F3: [00:00:31]: Well maybe that was, yeah, maybe that was the noise that Mia heard when she was in the woods. Remember, because Mia heard?","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""she put out some fire""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""the ash they covered it in""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""3:3""}, {""reason"": ""Assertive Questioning"", ""id"": 3, ""text"": ""locking up time? F3: That""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""the noise was at""}, {""reason"": ""Hypothesising"", ""id"": 5, ""text"": ""that was just other noise""}, {""reason"": ""Hypothesising"", ""id"": 6, ""text"": ""maybe that was the noise that Mia heard when she was in the woods""}, {""reason"": ""Pure Questioning"", ""id"": 7, ""text"": ""Remember, because Mia heard""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 2, ""type"": ""support""}]}",0
29930,"Part 98: F2: [2023/05/16 18:20:22 GMT+0000] So with the ticket? No, I'm saying that the murdered guy follows his wife into the forest, and the witch and the witch's friends hear some stumbling and a fight, but doesn't hear anything, at about, I don't know, what was it three o'clock, something? So that's them running into the forest. She might then have met him and said, 'oh let's go and have a look at the waterfall, for old time's sake, for romance,' and she went upwhy did he go up to the waterfall when he's had all this threats that someone's going to be thrown down. I think he went with his wife. F3: No, but the wife was the devil. F2: Ah, but she's changed now, she's [inaudible] [00:00:36]:, it was only a little mask. F3: But then he's like, why? F2: He finds his wife. F3: Why are you there, right? F2: Why's he at the top ofwell maybe, let's say he followed the devil all the way up to the waterfall. F3: Yeah. And Chris followed after them. Chris finished with the ticket, and then Chris followed after them, and then the devil kind of disappeared in the woods, and Chris hit Webster with something heavy and he fell. F1: But then where's Cherie in all of this? F3: Cherie is the devil, and she ran away, she just lured F1: So you're agreeing that she is involved, it's just it's also Chris? F3: Yeah, so I think I go with Suzanne, I think Suzanne is right, Cherie lured Webster in the forest, [00:01:10]: I just think she's not the one who pushed him.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""the murdered guy follows his wife into the forest""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""and the witch and the witch's friends hear some stumbling and a fight""}, {""reason"": ""Rhetorical Questioning"", ""id"": 2, ""text"": ""did he go up to the waterfall when he's had all this threats that someone's going to be thrown down""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""he went with his wife""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""the wife was the devil""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""changed now""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""it was only a little mask""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""Chris hit Webster with something heavy""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""he fell""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""she ran away""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""she just lured""}, {""reason"": ""Hypothesising"", ""id"": 11, ""text"": ""not the one who pushed him""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""attack""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""attack""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 7, ""type"": ""support""}, {""source_id"": 10, ""target_id"": 9, ""type"": ""support""}, {""source_id"": 11, ""target_id"": 7, ""type"": ""support""}]}",0
29892,"F3: [2023/05/16 16:43:51 GMT+0000] Or Mia's lying of course, but potentially. F2: I think it's true, because she, at 2.30 maybe the noise in the bar, the chap didn't leave the bar until 3.30, they went to the foxes, he'd gone by then because otherwise he would have come out. F1: Well they were together chanting, right? F3: Yeah. F2: For probably about an hour. F1: And then by the time they were done, he was already gone because the fire had been put out F2: Yes. F3: And Mia's last comment was at 4.47 so I imagine she came back home, when she wrote the comment. F2: Yeah, I think you're right. F3: So they could have been together, that's F2: Yeah, it's a good call. F1: I think so F3: But it's not a 100 per cent right. F1: No, but they were together up until they left the fox and the fire was already put out, so yeah. F2: Aha, good. F1: Right, now we've got Chris Thompson. F3: Did we have their names somewhere? F1: No, but I think he's probably the deputy. F2: I bet you he's the sheriff, the deputy sheriff, yeah, that would be my guess. F1: Yeah, oh F3: Deputy. F2: [00:00:44]: Oh yeah.","{""argument_units"": [{""reason"": ""Hypothesising"", ""id"": 0, ""text"": ""potentially""}, {""reason"": ""Hypothesising"", ""id"": 1, ""text"": ""gone by then""}, {""reason"": ""Hypothesising"", ""id"": 2, ""text"": ""he would have come out""}, {""reason"": ""Hypothesising"", ""id"": 3, ""text"": ""For probably about an hour""}, {""reason"": ""Hypothesising"", ""id"": 4, ""text"": ""by the time they were done, he was already gone""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""the fire had been put out""}, {""reason"": ""Hypothesising"", ""id"": 6, ""text"": ""she came back home""}, {""reason"": ""Hypothesising"", ""id"": 7, ""text"": ""they could have been together""}, {""reason"": ""Hypothesising"", ""id"": 8, ""text"": ""not a 100 per cent right""}], ""relations"": [{""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 7, ""type"": ""attack""}, {""source_id"": 7, ""target_id"": 3, ""type"": ""support""}]}",0
29809,"Part 31: F3 [2023/05/12 19:26:05 GMT+0000]: Okay. How, and why? F1: How, yeah, that is the only thing is, because it says specifically that he died from a fall. F3: Uh-huh. F1: So, it seems like the how has been answered. F3: Uh-huh. F1: Like, it seems like what he had to do was draw him into the woods alone, where he could F2: Yeah, near the cliff, and then just shove him off. F1: and like, just push, shove him off. Which it doesn't seem very satisfactory, but I don't think that we've found anything else about another method, or like, anything else that wouldyeah. F2: Yeah, it says F1: Also, the fact that, so he's in the hiking club, so he knows, probably, the countryside around the place quite well. F2: It also says that the coroner agreed that a fall is the likely cause of death, so. F1: Yeah, so I think that is the method. Especially if he knows, like, knows the hills, or whatever. And, yeah, the motive is because he is cheating, he's M1: Having an affair with F1: he's having an affair with Cherie. M1: Yeah. F1: Who is not really happy in her marriage. F2: Uh-huh. F1: And she wants to sell the bar, and get out. F3: Okay. If you're happy with that? F1: And also, it does, and also, it kind of explains why the Sheriff's office is dismissing the case, because he works there. F2: Uh-huh. F3: Okay. F1: Yeah. F3: Good? F2: He's the deputy, isn't he? F1: Uh-huh. F2: Yeah. So, it was like saying in the newspaper, or whatever, he was the one that just lived at the bottom of the cliff, rather than the top of the cliff. F3: Okay? F1 [00:03:25]: Okay.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""it says specifically that he died from a fall""}, {""reason"": ""Hypothesising"", ""id"": 1, ""text"": ""it seems like the how has been answered""}, {""reason"": ""Hypothesising"", ""id"": 2, ""text"": ""it seems like what he had to do was draw him into the woods alone""}, {""reason"": ""Hypothesising"", ""id"": 3, ""text"": ""near the cliff, and then just shove him off""}, {""reason"": ""Hypothesising"", ""id"": 4, ""text"": ""push, shove him off""}, {""reason"": ""Hypothesising"", ""id"": 5, ""text"": ""it doesn't seem very satisfactory""}, {""reason"": ""Hypothesising"", ""id"": 6, ""text"": ""I don't think that we've found anything else about another method""}, {""reason"": ""Hypothesising"", ""id"": 7, ""text"": ""he knows, probably, the countryside around the place quite well""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""having an affair with Cherie""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""Who is not really happy in her marriage""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""she wants to sell the bar""}, {""reason"": ""Asserting"", ""id"": 11, ""text"": ""get out""}, {""reason"": ""Hypothesising"", ""id"": 12, ""text"": ""it kind of explains why the Sheriff's office is dismissing the case""}, {""reason"": ""Asserting"", ""id"": 13, ""text"": ""he works there""}], ""relations"": [{""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""attack""}, {""source_id"": 9, ""target_id"": 8, ""type"": ""support""}, {""source_id"": 13, ""target_id"": 12, ""type"": ""support""}, {""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 11, ""target_id"": 9, ""type"": ""support""}, {""source_id"": 11, ""target_id"": 10, ""type"": ""support""}]}",0
