,conversation_id,conversation_text,argument_objects
40,23908,"Gillian Keegan[0:32:46] We haven't insulted each other Lucy is a friend. Lucy Powell[0:32:50] We have a different view on these issues. No. Fiona Bruce[0:32:54] No one has insulted each other. Frank Luntz[0:32:58] Find the common ground and measures rather than numbers. Kavita Oberoi[0:33:04] I understand some of the cuts have been made in water and, you know, and the cuts are temporary, and think about children, the number of children who are probably going to die through this because they haven't got their immune systems and that water isn't sanitised they haven't got their immune systems and that water isn't sanitised and for me I'm really passionate about women and children. Women aren't going to have access to emergency contraception and all those things and, you know, we're going to have bigger implications, so you know, I think we can get through this. Gillian Keegan[0:33:38] 10 billion is a lot to spend on those things. Fiona Bruce[0:33:46] We will hear from our audience, Alex. AudienceMember 20210805QT16[0:33:50] I think it is shameful and unjustifiable to cut the amount of foreign aid. We are one of the wealthiest countries in the world and it is right that we give the largest amounts. The wealth that we have in this nation was, in large part, built through exploiting the human and natural resources of less economically developed countries. We should be helping them out at this awful time of the pandemic.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""the number of children who are probably going to die through this""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""got their immune systems and that water isn't sanitised they""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""Women aren't going to have access to emergency contraception and all those things""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""going to have bigger implications""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""10 billion is a lot to spend on those things""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""it is shameful and unjustifiable to cut the amount of foreign aid""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""We are one of the wealthiest countries in the world""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""it is right that we give the largest amounts""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""wealth that we have in this nation was, in large part, built through exploiting the human and natural resources of less economically developed countries""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""We should be helping them out at this awful time of the pandemic""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""attack""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 7, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 8, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}]}"
41,18752,"Fiona Bruce[0:08:16] Suresh you asked the question. Audience Speaker[0:08:20] Thank you for letting me respond, I completely agree with what Theo said. I do think that the lockdown being implemented when it was implemented was the correct time. But I think now the indirect effect of the lockdown, nobody can quantify, you can't quantify the massive impact to people's mental health. They have been away from education for six months. People are missing cancer appointments. Cancer is a potent disease. So who -- I think the lockdown should be eased as quickly as possible in a safe way and people are now aware of the risks, so they can choose to accept those, and I think the economy does need to get moving as well as other issues too. So I do welcome the lockdown being eased slowly.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""the lockdown being implemented when it was implemented was the correct time""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""now the indirect effect of the lockdown, nobody can quantify""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""They have been away from education for six months""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""People are missing cancer appointments""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""the lockdown should be eased as quickly as possible in a safe way""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""people are now aware of the risks""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""they can choose to accept those""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""attack""}, {""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 1, ""type"": ""support""}]}"
42,20860,"Fiona Bruce[00:22:02] Sarah?Sarah Unknown[00:22:04] Yes, I think there is a bit of a concern that all the good work that we've done and the trust in AstraZeneca that we've been given could be kind of undermined if the supply chain gets broken. I mean, I'm really hopeful that the discussions held between the Prime Minister and the EU yesterday will facilitate some resolution but, you know, sometimes the EU have not always held their end and we've noticed that in Brexit about the negotiations breaking down, so how much confidence can we have in those negotiations? Fiona Bruce[00:22:36] Camilla?Camilla Unknown[00:22:39] We've bought far more vaccines than we actually need and it seems very dog in the manger-ish not to be sharing it and not to be sending it abroad, and the rate limiting factor for our vaccination programme is physical giving of the vaccines day by day. We have far more vaccines than we actually need.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""Yes, I think there is a bit of a concern that all the good work that we've done and the trust in AstraZeneca that we've been given could be kind of undermined""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""if the supply chain gets broken""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""but, you know, sometimes the EU have not always held their end""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""noticed that in Brexit about the negotiations breaking down""}, {""reason"": ""Assertive Questioning"", ""id"": 4, ""text"": ""so how much confidence can we have in those negotiations""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""bought far more vaccines than we actually need""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""attack""}]}"
43,23895,"Fiona Bruce[0:15:14] Local restrictions would be the way forward.Kavita Oberoi[0:15:16] Absolutely, yes.Fiona Bruce[0:15:18] Lucy, as a Manchester MP.Lucy Powell[0:15:24] I'm not for local restrictions. We tried that before and it didn't work...Fiona Bruce[0:15:30] Given that it is so much worse in the north-west.Lucy Powell[0:15:36] We had it much worse last time and we were ahead of the curve, if you like, last time round which is why I think that some of the measures that are now being brought into Greater Manchester and Lancashire could and should have happened many months sooner, vaccine surges and testing surges, doing a lot more to enable people to get their second doses, doing a lot more on that long tail of, we've done really well at quick vaccinations of the willing and able, but those that still haven't had their vaccines, but are in the qualifying groups, we need to a lot more to get those there.Fiona Bruce[0:16:10] On 21st June?Lucy Powell[0:16:14] It is mainly younger people who are getting the infections. The vaccine is working. Those over the age of 65, the number is almost flat in that, and hospitalisations as a result are much lower and are quite different to what...Fiona Bruce[0:16:30] 21st June?","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""Local restrictions would be the way forward""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""not for local restrictions""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""We tried that before and it""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""Given that it is so much worse in the""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""The vaccine is working""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""Those over the age of 65, the number is almost flat in that, and hospitalisations as a result are much lower and are quite different to what""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""attack""}, {""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}]}"
44,23280,"Fiona Bruce[00:51:14] What more can be done?Harriet Green[00:51:16] I certainly think that if those efforts that you described are happening they haven't been visible to us. So I think that re-establishing a peace process that I mean, if this is not managed the escalation that we've just seen, if this extrapolates from just the escalation of the last couple of weeks I think it means this has to be a priority, not just for our government or the American government, but we need a fully established peace process to try and find a path to the two state solution again.Fiona Bruce[0:51:56] Carlos.Carlos Unknown[00:51:58] Yeah, I was also very upset by some of the propaganda on social media, and on this issue, like many others, I'm often left thinking that the reason why fake news is so effective is that we really don't know enough about the issue. I think the origins of these problems I don't think we discuss them enough in the media so it leaves us quite vulnerable to that manipulation.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""those efforts that you described are happening""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""they haven't been visible to us""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""this is not managed the escalation that we've just seen""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""this extrapolates from just the escalation of the last couple of weeks""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""it means this has to be a priority, not just for our government or the American government""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""we need a fully established peace process to try and find a path to the two state solution again""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""I think the origins of these problems I don't think we discuss them enough in the media""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""it leaves us quite vulnerable to that manipulation""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""attack""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""support""}]}"
45,22969,"Michelle ONeill[00:17:42]: I think the DUP are the outlier in terms of the Brexit peace and have hitched their wagon wrongly to the at other times from the outset of the Brexit discussion. We are with all the challenges that we have. But I will say this in terms of the Executive approach. While we disagree absolutely in terms of Brexit itself, we want to minimise the checks. It is clear for all to see theres infrastructure at our ports to deal with the SPS checks. That was an essential part of the agreement that has been reached. Much be said about the protocol. The protocol is a protection because the reality is also that throughout all of the Brexit debate what was very clear was the fact of the about the was very much on an English agenda not in the best interests of the people who live here. We sought the protection. The protects has been delivered in the terms of the protocol that prevents an -- Orr supports the all-Ireland economy, prevents a border on the island of Ireland but crucially protects the Good Friday Agreement. I have to say that time and time again Im no longer astonished in terms of the British government to owe who have tried to run roughshod over the Good Friday Agreement. They legality to breach it, in fact. felt the pressure from the United States in terms of trade deals and potential trade deals in the future that they rolled back on that. So the only security, I think, that the people of the north have is in terms of the protocol. As I said my job as a political leader is to try to minimise the disruption. But I will be looking towards the EU that there is full implementation of the protocol and it is protected.[DONE]","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""I think the DUP are the outlier in terms of the Brexit peace""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""and have hitched their wagon wrongly to the at other times from the outset of the Brexit discussion""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""we want to minimise the checks""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""That was an essential part of the agreement that has been reached""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""The protocol is a protection""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""because the reality is also that throughout all of the Brexit debate what was very clear was the fact of the about the was very much on an English agenda""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""not in the best interests of the people who live here""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""We sought the protection""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""The protects has been delivered in the terms of the protocol that prevents an -- Orr supports the all-Ireland economy""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""prevents a border on the island of Ireland""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""but crucially protects the Good Friday Agreement""}, {""reason"": ""Asserting"", ""id"": 11, ""text"": ""They legality to breach it""}, {""reason"": ""Asserting"", ""id"": 12, ""text"": ""in fact. felt the pressure from the United States in terms of trade deals and potential trade deals in the future that they rolled back on that""}, {""reason"": ""Asserting"", ""id"": 13, ""text"": ""But I will be looking towards the EU that there is full implementation of the protocol and it is protected""}], ""relations"": [{""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""attack""}, {""source_id"": 10, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 12, ""target_id"": 11, ""type"": ""support""}]}"
46,23812,"Lisa Nandy[0:19:52] The Home Secretary has not picked up the phone to any of the local authorities or mayors who have offered to take refugees. The funding for this looks it may come from the increase in the aid budget that the Foreign Secretary announced today, and what that does - this is the problem, and this goes to your point - is if we take money out of the aid budget that we're now trying to put back into Afghanistan, having taken it out in the last few years, if we take that money out in order to support refugees here, we are pitting people who can get out of Afghanistan against people who want to stay and be supported in Afghanistan, and, frankly, after the long history of involvement that the UK has, and the promises that we made to the Afghan people, we ought to be able to do both. Fiona Bruce[0:20:36] Rory, how many refugees should the UK accept from Afghanistan? Rory Stewart[0:20:40] First fact: at the end of the Taliban period, there were 4 million Afghan refugees outside the country, to give you an idea of the scale of it, right? Those people mostly returned to Afghanistan when the Taliban left, which challenges this narrative coming out of Biden, and I'm afraid from other people, that somehow nothing improved in Afghanistan. Why did those people come back if nothing is improving? Second thing: too much of the debate here in Britain and the United States is focused on military interpreters. There are many, many other courageous Afghans, civil crypto currencies, people who have worked with our charities, journalist, human rights activists, teachers --","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""we take money out of the aid budget that we're now trying to put back into Afghanistan, having taken it out in the last few years""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""we take that money out in order to support refugees here""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""we are pitting people who can get out of Afghanistan against people who want to stay and be supported in Afghanistan""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""after the long history of involvement that the UK has""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""the promises that we made to the Afghan people""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""we ought to be able to do both""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""too much of the debate here in Britain and the United States is focused on military interpreters""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""There are many, many other courageous Afghans, civil crypto currencies, people who have worked with our charities, journalist, human rights activists, teachers""}], ""relations"": [{""source_id"": 2, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""support""}]}"
47,23512,"Fiona Bruce[1:03:12] Paul Scully, looking at this in the light of day, the findings have yet to be revealed in full, it does seem baffling. What do you think is going on here? Paul Scully[1:03:26] I couldn't tell you. I'm someone of south Asian heritage, my father was Belize. I'm peal skinned, I had those words thrown at me at school. Fiona Bruce[1:03:40] How -- Paul Scully[1:03:44] I shrugged it off as banter. It was someone there. I'm not saying it as someone who had it as bad -- Emily Thornberry[1:03:56] Did you think it was banter at the time? Paul Scully[1:04:00] As I was getting older, I sensed it more. What you find is that it was always wrong. It's thrown around -- I mean, to suit people of dark coloured skin, in the 70s, for example, a Bangladeshi being called that name. They had just gone through a civil war. And, you know, with the -- these other countries. Dividing it in that way is terrible. Coming forward now, no, it is absolutely not right. It cannot be called banter, it must be called out and we must do more to be sure it is being called out.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""someone of south Asian heritage""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""I had those words thrown at me at school""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""I shrugged it off as banter""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""in the 70s, for example, a Bangladeshi being called that name""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""They had just gone through a civil war""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""Dividing it in that way is terrible""}], ""relations"": [{""source_id"": 2, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 3, ""type"": ""support""}]}"
48,21456,"Fiona Bruce[0:24:02] All right. Let's hear from some other people too. Will. [AUDIENCE MEMBER] : Maybe slightly unpopular, I think we should extend the deadline. We have a solution and its the vaccine. Why should we put more people at risk, 130,000-odd dead already, why put more at risk for the sake of potentially a few more weeks.Fiona Bruce[0:24:24] Tony.AudienceMember 20210610QT04[0:24:24] Good evening. I get the impression that Anthony wants to have his cake and eat it. On the one hand he is saying we should maintain a lockdown, then he says in the Far East they manage to continue to boom without a lockdown. So I'm as confused as Jenni. I thought that the vaccination programme was going really, really well. I thought we were on top of this and getting better by the day. Now we're told that, well, this is going to go on forever. At some point we've really got to regain our lives. Yes, we should have learned from what happened in Vietnam. Yes, we should have been wearing face masks much earlier, but I remember early in the lockdowns the scientists were poo-pooing masks saying this disease is transmitted by touch. So the advice just keeps changing. I wish all these people would get together, work out, learn from what others have been doing. We haven't done well but we haven't done as badly as some other countries. Let's move forward, get the population vaccinated, get out of it and move forward with sensible ideas that will allow us to regain our lives.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""Maybe slightly unpopular, I think we should extend the deadline""}, {""reason"": ""Rhetorical Questioning"", ""id"": 1, ""text"": ""Why should we put more people at risk""}, {""reason"": ""Rhetorical Questioning"", ""id"": 2, ""text"": ""why put more at risk for the sake of potentially a few more weeks""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""we should have learned from what happened in Vietnam""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""we should have been wearing face masks much earlier""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""early in the lockdowns the scientists were poo-pooing masks saying this disease is transmitted by touch""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""the advice just keeps changing""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""We haven't done well but we haven't done as badly as some other countries""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""move forward, get the population vaccinated, get out of it and move forward with sensible ideas that will allow us to regain our lives""}], ""relations"": [{""source_id"": 2, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 7, ""type"": ""support""}]}"
49,21611,"Rosemary Squire[0:49:42] I think we are are all aware of the Suez Canal. You can see the pollution from all of the boats held up, the massive ships, the container ships that were held up by the Sues Kabul. So we are going to be using huge amounts of energy to transport the food. We have lots of food we could be importing 100 miles away. I find that completely counterintuitive. I love Australia, I'm delighted about the three years for young people to go and work there. We are just about to of time over there, but farming and agriculture is massive. It's on a massive scale in Australia. I think the largest farm there is something like the size of the state of Israel. It is going to be a tiny, tiny proportion of food that's going to be coming for Australia, yet for us, I think we could find a better solution closer to home. It seems very strange.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""the massive ships, the container ships that were held up by the Sues Kabul""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""we are going to be using huge amounts of energy to transport the food""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""We have lots of food we could be importing 100 miles away""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""I find that completely counterintuitive""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""on a massive scale in Australia""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""the largest farm there is something like the size of the state of Israel""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""It is going to be a tiny, tiny proportion of food that's going to be coming for Australia""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""we could find a better solution closer to home""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""It seems very strange""}], ""relations"": [{""source_id"": 3, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 7, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""attack""}, {""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""support""}]}"
50,17944,"Fiona Bruce [0:12:32] We have Camilla who wants to send her children to school. You have a number of schools who are embracing, happily or not, but planning to go ahead with the 1st June opening. Lots of schools are not. What are parents supposed to make of that. Are some less risk averse. Have some made better preparation? How can parents make any decent assessment? Andy Burnham [0:13:02] I think they are probably a bit confused by it all. It is a row that has been going on. I am not sure that helps parents. I would agree with Helle. Let head teachers sit in the driving seat and decide when it is safe to open school. Parents will probably look most to head teachers for advice about safety of their kids. I think it should also be done in consultation with local councils, I think it should also be done in consultation with local councilsbecause the fact is the circumstances will differ from one place to another in terms of the teaching staff. Some of them may be self-isolating. There may be issues they have to deal with when we look at the staff. There will be physical circumstances at the school. Andy Burnham [0:13:40] Don't forget, of course, the R rate, the R number, the re production number varies from one region to another. Near in the north of England we see a higher R number than in the south. So you can't blame any council for taking a cautious approach. That's why I say to government work in partnership with local councils. Absolutely say to them ""let's get schools open on 1st June if we can but we respect the fact if a little longer is needed to get the arrangements in place, then so be it and we will work with you in partnership on that let's get away from teacher bashing. We have seen too much of that over the last few weeks. They have been working really hard through this period often teaching kids at home and being innovative in all the ways we would want them to be. I think we need to sort of de he is collate this row and focus on practical steps so get kids back in school when it is safe to do so.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""they are probably a bit confused by it all""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""It is a row that has been going on""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""I am not sure that helps parents""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""Let head teachers sit in the driving seat and decide when it is safe to open school""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""Parents will probably look most to head teachers for advice about safety of their kids""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""it should also be done in consultation with local councils""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""the circumstances will differ from one place to another in terms of the teaching staff""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""Some of them may be""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""the R rate, the R number, the re production number varies from one region to another""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""Near in the north of England we see a higher R number than in the south""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""you can't blame any council for taking a cautious approach""}, {""reason"": ""Asserting"", ""id"": 11, ""text"": ""I say to government work in partnership with local councils""}, {""reason"": ""Asserting"", ""id"": 12, ""text"": ""get away from teacher bashing""}, {""reason"": ""Asserting"", ""id"": 13, ""text"": ""They have been working really hard through this period often teaching kids at home and being innovative in all the ways we would want them to be""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 10, ""target_id"": 9, ""type"": ""support""}, {""source_id"": 11, ""target_id"": 8, ""type"": ""support""}, {""source_id"": 13, ""target_id"": 12, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 1, ""type"": ""support""}]}"
51,19891,"Fiona Bruce [00:03:28] You are critical about the protocol but you did describe the renegotiated protocol as a serious and sensible way forward. Arlene Foster [00:03:38] No. I dont think I did. What I said was -- that was back in objecting when we were saying in 2019 that it was important that the Northern Ireland assembly had a say in those matters. Of course he decided not to those matters and it was just around SPS and animal checks at that time. What we have at the moment is a who will range of protocol actions causes damage to Northern Ireland and, of course, which is not what we were talking about in October 2019. Fiona Bruce [00:04:08] Anand, teething problems or deeper issues with the protocol? Anand Menon [00:04:14] It is a combination of things. Partly teething problems. Some of the problems we are having will be overcome. It is a question of traders learning how to use the forms, fill them in, but there are other factors that come into play. At the moment we have a series of grace peers for food imports into Northern Ireland Northern Ireland. That ends on 1 April. It will get harder again, more delay at the borders. At the moment we are dealing with a period of much reduced trade and travel because of COVID. So the real test of this agreement is going to come when we come out the other side of the pandemic, trade which travel come back to closer to their normal level, at which point it is only then well be able to judge. But we shouldnt expect things to be the same as before 31 December. What Brexit means is there are checks between Great Britain and Northern Ireland and that is going to mean cases it might mean shortages.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""you did describe the renegotiated protocol as a serious and sensible way forward""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""think I did""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""when we were saying in 2019 that it was important that the Northern Ireland assembly had a say in those matters""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""Some of the problems we are having will be overcome""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""It is a question of traders learning how to use the forms, fill them in, but there are other factors that come into play""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""At the moment we have a series of grace peers for food imports into Northern Ireland""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""That ends on 1 April""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""It will get harder again""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""At the moment we are dealing with a period of much reduced trade and travel""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""of COVID""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""the real test of this agreement is going to come when we come out the other side of the pandemic, trade which travel come back to closer to their normal level, at which point it is only then well be able to judge""}, {""reason"": ""Asserting"", ""id"": 11, ""text"": ""What Brexit means is there are checks between Great Britain and Northern Ireland""}, {""reason"": ""Asserting"", ""id"": 12, ""text"": ""that is going to mean cases it might mean shortages""}], ""relations"": [{""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 5, ""type"": ""support""}, {""source_id"": 10, ""target_id"": 8, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 8, ""type"": ""support""}, {""source_id"": 12, ""target_id"": 11, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 1, ""type"": ""support""}]}"
